iSemana;cRetrabalho;nCdSetor;nCdEquipamento;nCdTurno;nCdProcedimento;nCdAtividade;nCdOrdemProducao;nCdProdutoProcesso;nCdProdutoFinal;iSeqAtividade;nCdProdutoPedido;iItemMetodo;cNmMetodo;cLinhaProducao;cCdRastreabilidade;iQtdeApontamentoAtividade;nMedidaOrdemProducao;iQtdeMaoObra;nTempoMetodo;nTempoImprodutivo;nTempoRetrabalho;nTempoSemMetodo;nTempoOcioso;nQtdeMetodo;nPesoLiquidoEntrada_prod;nValorArredondado;cObservacao;nCdSeqProdutivaFormula;cNmSeqProdutivaFormula;iVersaoSeqProdutivaFormula;nCdSeqProdutivaRoteiro;cNmSeqProdutivaFormulaRoteiro;iVersaoSeqProdutivaRoteiro;iPecaEntrada;nPesoLiquidoEntrada_cep;nMedidaEntrada;nCdProduto;Verifica_Formula_LAB_382;Verifica_Roteiros_LAB_382;nCdAtividadeMedicao_1306;nCdAtividadeMedicao_1317;nCdAtividadeMedicao_1340;nCdAtividadeMedicao_1355;nCdAtividadeMedicao_1356;nCdAtividadeMedicao_1427;nCdAtividadeMedicao_1428;nCdAtividadeMedicao_1441;nCdAtividadeMedicao_1444;cObservacao_origem;nCdEquipamento_origem;cNmLinhaProducao;nCdLinhaProducao;nPeca;nMedida;FlorSolta;Qtd_Flor_Solta;nCdLocalEstoque
7;0;202;1495;97.0;9;197;126789;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05758GQ;110;6854.1;0;0.0;1010.0;0.0;0.0;0.0;1.0;913.0;913.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126729;1495;CMG - CONTROLE SEMI;870;220.0;6854.1;False;0.0;[5128, 5129, 5130, 3956]
7;0;202;1495;97.0;9;197;126879;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05786GQ;144;7702.515;0;0.0;839.0;0.0;0.0;0.0;1.0;1080.0;1080.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126732;1495;CMG - CONTROLE SEMI;870;290.0;7756.006;True;2.0;[5128, 5129, 3956]
7;0;202;1495;97.0;9;197;126880;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05788GQ;137;0.0;0;0.0;1095.0;0.0;0.0;0.0;1.0;1028.0;1028.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126726;1495;CMG - CONTROLE SEMI;870;274.0;7261.0;False;0.0;[5128, 5129, 5130, 3956]
7;0;202;1495;97.0;9;197;126881;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05792GQ;140;7473.0;0;0.0;1167.0;0.0;0.0;0.0;1.0;981.7;982.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126768;1495;CMG - CONTROLE SEMI;870;284.0;7579.756;True;4.0;[5128, 3956]
7;0;202;1495;97.0;9;197;126882;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05812GQ;270;14767.25;0;0.0;1006.0;0.0;0.0;0.0;1.0;1904.0;1904.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126776;1495;CMG - CONTROLE SEMI;870;540.0;14767.251;True;6.0;[5128, 5130, 3956]
7;0;202;1495;97.0;9;197;126884;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05808GQ;256;0.0;0;0.0;455.0;0.0;0.0;0.0;1.0;1767.0;1767.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126791;1495;CMG - CONTROLE SEMI;870;516.0;14248.707;True;12.0;[5128, 5130, 3956]
7;0;202;1495;97.0;9;197;126919;587368;587368;1;587368;1;FORA DE METODO;870 - COURO - PRODUÇÃO;05830GQ;6;324.0;0;0.0;696.0;0.0;0.0;0.0;1.0;42.0;42.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126769;1495;CMG - CONTROLE SEMI;870;12.0;324.0;True;7.0;[5128]
7;0;172;1512;40.0;178;369;126705;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05782GQ;74;3922.0;5;1.0;0.0;0.0;0.0;10.48;1.41;1057.0;1057.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;142.0;1057.0;7526.0;587368.0;13005|28;28839|4;;;;;;33.9;40.8;;11.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;1495;CMG - CONTROLE SEMI;870;284.0;7526.0;True;2.0;[5128, 5129, 3956]
7;0;172;1512;40.0;178;369;126706;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05781GQ;141;0.0;5;1.0;0.0;0.0;0.0;14.0;1.41;1063.0;1063.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126660;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;141.0;1063.0;7490.0;587368.0;13005|28;28839|4;;;;;;45.0;50.0;;11.9;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126660;1495;CMG - CONTROLE SEMI;870;282.0;7490.0;False;0.0;[3956]
7;0;172;1512;40.0;178;369;126778;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05785GQ;145;7685.0;5;1.0;0.0;0.0;0.0;16.84;1.41;1055.0;1055.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126709;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;145.0;1055.0;7685.0;587368.0;13005|28;28839|4;;;;;;35.7;50.0;;11.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126709;1495;CMG - CONTROLE SEMI;870;290.0;7685.0;True;1.0;[5128, 5129, 3956]
7;0;172;1512;40.0;178;369;126779;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05783GQ;144;0.0;5;1.0;0.0;0.0;0.0;19.13;1.41;1026.3;1026.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126710;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;144.0;1026.3;7632.0;587368.0;13005|28;28839|4;;;;;;31.5;40.0;;11.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126710;1495;CMG - CONTROLE SEMI;870;286.0;7579.0;True;6.0;[5128, 5129, 5130, 3956]
7;0;172;1512;40.0;178;369;126780;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05759GQ;110;6854.1;5;1.0;0.0;0.0;0.0;9.01;1.41;911.9;912.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126711;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;110.0;911.9;6854.1;587368.0;13005|28;28839|4;;;;;;30.6;36.4;;10.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126711;1495;CMG - CONTROLE SEMI;870;218.0;6791.79;False;0.0;[5128, 5129, 3956]
7;0;172;1512;40.0;178;369;126782;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05807GQ;256;0.0;5;1.0;0.0;0.0;0.0;36.56;1.41;1895.0;1895.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126772;1495;CMG - CONTROLE SEMI;870;512.0;13806.199;True;6.0;[5128, 5130, 3956]
7;0;172;1512;40.0;178;369;126790;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05784GQ;145;7687.623;10;2.0;0.0;0.0;0.0;8.84;2.82;2048.22;2048.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126720;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;145.0;1024.11;7687.623;587368.0;13005|28;28839|4;;;;;;34.5;42.0;;12.3;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126720;1495;CMG - CONTROLE SEMI;870;292.0;7740.6410000000005;True;16.0;[5128, 5129, 5130, 3956]
7;0;172;1512;40.0;178;369;126878;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05787GQ;146;7738.0;10;2.0;0.0;0.0;0.0;22.55;2.82;2104.0;2104.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126723;1495;CMG - CONTROLE SEMI;870;279.0;7393.5;True;2.0;[5128, 5130, 3956]
7;0;172;1512;40.0;178;369;126882;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05812GQ;60;3281.612;10;1.0;15.44;0.0;0.0;0.0;2.82;3808.0;3808.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126776;1495;CMG - CONTROLE SEMI;870;540.0;14767.251;True;6.0;[5128, 5130, 3956]
7;0;172;1512;40.0;178;369;126970;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05791GQ;140;0.0;10;2.0;10.84;0.0;0.0;7.13;2.82;1970.0;1970.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126788;1495;CMG - CONTROLE SEMI;870;280.0;7420.0;True;10.0;[5128, 5129, 5130, 3956]
7;0;172;1513;40.0;178;369;126705;587368;587368;3;587368;28;CMG- ESTIRAR COURO MÉDIO E GRANDE AUTOMOTIVO COM 350 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05782GQ;68;3604.0;10;1.0;11.1;0.0;0.0;4.72;2.32;2114.0;2114.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;142.0;1057.0;7526.0;587368.0;13005|28;28839|4;;;;;;33.9;40.8;;11.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;1495;CMG - CONTROLE SEMI;870;284.0;7526.0;True;2.0;[5128, 5129, 3956]
7;0;172;1513;40.0;178;369;126882;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05812GQ;210;11485.639;5;1.0;8.0;0.0;0.0;0.0;1.25;1904.0;1904.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126776;1495;CMG - CONTROLE SEMI;870;540.0;14767.251;True;6.0;[5128, 5130, 3956]
7;0;172;1513;40.0;178;369;126964;587368;587368;3;587368;25;CMG- ESTIRAR COURO AUTOMOTIVO COM 320 SEGUNDOS DE RETENÇÃO - 5 COLAB.;870 - COURO - PRODUÇÃO;05796GQ;132;0.0;10;2.0;0.0;0.0;0.0;7.6;2.5;2082.0;2082.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126825;1495;CMG - CONTROLE SEMI;870;262.0;7173.973999999999;True;7.0;[5128, 5129, 5130, 3956]
7;0;173;1518;40.0;141;335;126705;587368;587368;4;587368;5;CMG - SECAR COUROS MÉDIO E GRANDE - 7 COLAB.;870 - COURO - PRODUÇÃO;05782GQ;68;3604.0;14;1.0;11.1;0.0;0.0;5.72;2.32;2114.0;2114.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;142.0;1057.0;7526.0;587368.0;13005|28;28839|4;;;;;;33.9;40.8;;11.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;1495;CMG - CONTROLE SEMI;870;284.0;7526.0;True;2.0;[5128, 5129, 3956]
7;0;173;1518;40.0;141;335;126882;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05812GQ;210;11485.639;9;1.0;8.0;0.0;0.0;0.0;1.25;1904.0;1904.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126776;1495;CMG - CONTROLE SEMI;870;540.0;14767.251;True;6.0;[5128, 5130, 3956]
7;0;173;1518;40.0;141;335;126964;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05796GQ;132;0.0;18;2.0;0.0;0.0;0.0;7.6;2.5;2082.0;2082.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126825;1495;CMG - CONTROLE SEMI;870;262.0;7173.973999999999;True;7.0;[5128, 5129, 5130, 3956]
7;0;173;1520;40.0;141;335;126705;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05782GQ;74;3922.0;9;1.0;0.0;0.0;0.0;10.48;1.41;1057.0;1057.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;142.0;1057.0;7526.0;587368.0;13005|28;28839|4;;;;;;33.9;40.8;;11.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126658;1495;CMG - CONTROLE SEMI;870;284.0;7526.0;True;2.0;[5128, 5129, 3956]
7;0;173;1520;40.0;141;335;126706;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05781GQ;141;0.0;9;1.0;0.0;0.0;0.0;14.0;1.41;1063.0;1063.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126660;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;141.0;1063.0;7490.0;587368.0;13005|28;28839|4;;;;;;45.0;50.0;;11.9;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126660;1495;CMG - CONTROLE SEMI;870;282.0;7490.0;False;0.0;[3956]
7;0;173;1520;40.0;141;335;126778;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05785GQ;145;7685.0;9;1.0;0.0;0.0;0.0;16.84;1.41;1055.0;1055.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126709;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;145.0;1055.0;7685.0;587368.0;13005|28;28839|4;;;;;;35.7;50.0;;11.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126709;1495;CMG - CONTROLE SEMI;870;290.0;7685.0;True;1.0;[5128, 5129, 3956]
7;0;173;1520;40.0;141;335;126779;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05783GQ;144;0.0;9;1.0;0.0;0.0;0.0;20.13;1.41;1026.3;1026.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126710;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;144.0;1026.3;7632.0;587368.0;13005|28;28839|4;;;;;;31.5;40.0;;11.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126710;1495;CMG - CONTROLE SEMI;870;286.0;7579.0;True;6.0;[5128, 5129, 5130, 3956]
7;0;173;1520;40.0;141;335;126780;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05759GQ;110;6854.1;9;1.0;0.0;0.0;0.0;8.01;1.41;911.9;912.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126711;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;110.0;911.9;6854.1;587368.0;13005|28;28839|4;;;;;;30.6;36.4;;10.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126711;1495;CMG - CONTROLE SEMI;870;218.0;6791.79;False;0.0;[5128, 5129, 3956]
7;0;173;1520;40.0;141;335;126782;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05807GQ;256;0.0;9;1.0;0.0;0.0;0.0;37.56;1.41;1895.0;1895.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126772;1495;CMG - CONTROLE SEMI;870;512.0;13806.199;True;6.0;[5128, 5130, 3956]
7;0;173;1520;40.0;141;335;126790;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05784GQ;145;7687.623;18;2.0;0.0;0.0;0.0;8.84;2.82;2048.22;2048.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126720;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;145.0;1024.11;7687.623;587368.0;13005|28;28839|4;;;;;;34.5;42.0;;12.3;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126720;1495;CMG - CONTROLE SEMI;870;292.0;7740.6410000000005;True;16.0;[5128, 5129, 5130, 3956]
7;0;173;1520;40.0;141;335;126878;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05787GQ;146;7738.0;18;2.0;0.0;0.0;0.0;22.55;2.82;2104.0;2104.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126723;1495;CMG - CONTROLE SEMI;870;279.0;7393.5;True;2.0;[5128, 5130, 3956]
7;0;173;1520;40.0;141;335;126882;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05812GQ;60;3281.612;18;1.0;14.44;0.0;0.0;0.0;2.82;3808.0;3808.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126776;1495;CMG - CONTROLE SEMI;870;540.0;14767.251;True;6.0;[5128, 5130, 3956]
7;0;173;1520;40.0;141;335;126970;587368;587368;4;587368;2;CMG - SECAR COURO COM 310 A 340 SEG DE RETENÇÃO - 9 - COLAB.;870 - COURO - PRODUÇÃO;05791GQ;140;0.0;18;2.0;10.84;0.0;0.0;8.13;2.82;1970.0;1970.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126788;1495;CMG - CONTROLE SEMI;870;280.0;7420.0;True;10.0;[5128, 5129, 5130, 3956]
7;0;179;1559;42.0;177;198;126704;587368;587368;7;587368;9;CMG - AMACIAR COURO BBS ACIMA DE 60 P² E COURO GROSSO ACIMA DE 13/15 7,5 A 8 M/M - 2 COLAB. 1 INSP.;870 - COURO - PRODUÇÃO;05780GQ;141;7544.91;6;4.0;0.0;0.0;0.0;6.58;3.94;2012.0;2012.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126642;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;140.0;1006.0;7491.4;587368.0;13005|28;28839|4;3.4;70.0;6.9;;;36.1;40.4;3.3;11.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126642;1495;CMG - CONTROLE SEMI;870;280.0;7491.4;True;10.0;[5128, 5129, 5130, 3956]
7;0;179;1559;42.0;177;198;126789;587368;587368;7;587368;20;CMG - AMACIAR COURO JUMBO 7 A 8  M/M - 2 COLAB. 1 INSP.;870 - COURO - PRODUÇÃO;05758GQ;111;6916.41;3;1.0;0.0;0.0;0.0;2.67;1.8;913.0;913.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126729;1495;CMG - CONTROLE SEMI;870;220.0;6854.1;False;0.0;[5128, 5129, 5130, 3956]
7;0;179;1559;42.0;177;198;126879;587368;587368;7;587368;9;CMG - AMACIAR COURO BBS ACIMA DE 60 P² E COURO GROSSO ACIMA DE 13/15 7,5 A 8 M/M - 2 COLAB. 1 INSP.;870 - COURO - PRODUÇÃO;05786GQ;146;7809.494000000001;6;3.0;1.19;0.0;0.0;8.3;3.94;2160.0;2160.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126732;1495;CMG - CONTROLE SEMI;870;290.0;7756.006;True;2.0;[5128, 5129, 3956]
7;0;179;1560;42.0;177;198;126543;587368;587368;7;587368;9;CMG - AMACIAR COURO BBS ACIMA DE 60 P² E COURO GROSSO ACIMA DE 13/15 7,5 A 8 M/M - 2 COLAB. 1 INSP.;870 - COURO - PRODUÇÃO;05733GQ;142;7507.75;3;2.0;0.0;0.0;0.0;3.08;1.97;987.0;987.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126469;1495;CMG - CONTROLE SEMI;870;284.0;7507.749000000001;True;6.0;[5128, 5129, 5130, 3956]
7;0;180;1530;43.0;146;200;126356;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;870 - COURO - PRODUÇÃO;05714GQ;212;13157.251;6;2.0;0.0;0.0;0.0;26.33;3.0;3548.0;3548.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126351;1495;CMG - CONTROLE SEMI;870;431.0;13374.469000000001;True;8.0;[5128, 5129, 5130, 3956]
7;0;180;1530;43.0;146;200;126358;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;870 - COURO - PRODUÇÃO;05698GQ;137;7212.75;3;1.0;0.0;0.0;0.0;11.33;1.5;947.5;947.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126322;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;137.0;947.5;7212.75;587368.0;13005|28;28839|4;;;;;;38.7;44.7;;11.1;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126322;1495;CMG - CONTROLE SEMI;870;276.0;7265.398;True;2.0;[5128, 5129, 3956]
7;0;180;1530;43.0;146;200;126458;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;870 - COURO - PRODUÇÃO;05717GQ;258;0.0;3;1.0;0.0;0.0;0.0;30.0;1.5;1992.0;1992.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126439;1495;CMG - CONTROLE SEMI;870;516.0;15139.433;True;17.0;[5128, 5130, 3956]
7;0;180;1530;43.0;146;200;126539;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;867 - COURO - EXPERIÊNCIA;05731GQ;142;7504.446;3;1.0;0.0;0.0;0.0;20.67;1.5;1001.5;1001.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126460;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;140.0;1001.5;7398.75;587368.0;13005|28;28839|4;3.45;78.3;4.4;;;41.0;45.9;3.4;10.5;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126460;1495;CMG - CONTROLE SEMI;867;280.0;7398.749;True;13.0;[5128, 5129, 5130, 3956]
7;0;180;1530;43.0;146;200;126541;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;867 - COURO - EXPERIÊNCIA;05734GQ;140;7447.194;3;2.0;0.0;0.0;0.0;24.33;1.5;936.0;936.0;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126465;13005.0;FR CSA CMG SEMI TERMINADO BRAVO;28.0;28839.0;RT CSA CMG BRAVO BBS 13/15 TUNEL DE VARAS B - SAMYANG - BLACK;4.0;139.0;936.0;7394.0;587368.0;13005|28;28839|4;3.45;57.7;4.9;;;22.2;33.3;3.3;10.4;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126465;1495;CMG - CONTROLE SEMI;867;278.0;7393.999000000001;True;2.0;[5128, 5129, 3956]
7;0;180;1530;43.0;146;200;126543;587368;587368;8;587368;15;CMG - ESTUCAR COURO AUTOMOTIVO - 3 COLABORADORES;870 - COURO - PRODUÇÃO;05733GQ;139;7349.135;6;3.0;0.0;0.0;0.0;12.66;3.0;1974.0;1974.0;;;;;;;;;;;;;;;;;;;;;;;BRAVO BBS 1.3/1.5 B BLACK 27509 PC OP 126469;1495;CMG - CONTROLE SEMI;870;284.0;7507.749000000001;True;6.0;[5128, 5129, 5130, 3956]
